case_id,case_index,material,object_id,candidate_id,candidate_family,selected_for_major,selected_for_minor,candidate_p0_x,candidate_p0_y,candidate_direction_x,candidate_direction_y,candidate_endpoint1_x,candidate_endpoint1_y,candidate_endpoint2_x,candidate_endpoint2_y,candidate_path_length_px_from_csv,mask_path_length_px_recomputed,mask_path_length_mm,strip_depth_path_length_mm,strip_depth_valid,strip_depth_failure_reason,strip_depth_num_supported_points,strip_depth_valid_depth_fraction,strip_depth_depth_median_mm,strip_depth_lower_endpoint_or_quantile_mm,strip_depth_upper_endpoint_or_quantile_mm,depth_endpoint_mode,depth_lower_quantile,depth_upper_quantile,depth_support_projected_lower,depth_support_projected_upper,depth_support_projected_span_mm,manual_major_selected,manual_minor_selected
case_008_3,8,brick,3,A6,pipeline_minor,False,True,509.9211102950037,340.9199193591259,0.9716151212573115,0.2365672338768403,182.001006870661,261.0784779256923,837.8412137193463,420.7613607925595,675.0,675.0,206.62331456031959,207.41015504619222,True,,57426,0.9764089783959452,279.0,-101.21921757536214,106.29045245649479,percentile,0.0025,0.9975,-101.21921757536214,106.29045245649479,207.50967003185693,,210.0
case_008_3,8,brick,3,A7,pipeline_minor,False,False,519.6635762454775,279.77059196179874,0.9716151212573115,0.2365672338768403,194.65831818490688,200.63885222999565,844.6688343060483,358.9023316936018,669.0,669.0,204.78666287533366,193.39570942707311,True,,53233,0.9697408523750989,278.0,-99.64391051898104,93.7517989080921,percentile,0.0025,0.9975,-99.64391051898104,93.7517989080921,193.39570942707311,,
case_009_4,9,brick,4,A1,pipeline_major,True,False,785.3937104185394,393.7008644764254,0.05003357904363515,-0.9987475361511958,778.4890765105177,531.5280244652904,792.298344326561,255.87370448756036,276.0,276.0,95.9815117871483,96.19394901821842,True,,23276,0.98486328125,318.0,-49.26689135432269,47.01973449013559,percentile,0.0025,0.9975,-49.26689135432269,47.01973449013559,96.28662584445829,98.9,
case_009_4,9,brick,4,A2,pipeline_major,False,False,658.71541700716,386.8541207709412,0.050033579043635375,-0.9987475361511958,651.7357327305729,526.1794020640331,665.6951012837471,247.5288394778494,279.00000000000006,279.00000000000006,97.02478908918225,97.06532442819352,True,,23528,0.9890203733073075,317.0,-49.65747152012547,47.52286832806,percentile,0.0025,0.9975,-49.65747152012547,47.52286832806,97.18033984818547,,
case_009_4,9,brick,4,A3,pipeline_major,False,False,532.4624090176515,371.5180230081718,0.05003357904363545,-0.9987475361511958,526.1331612686315,497.8595863312981,538.7916567666713,245.17645968504553,253.00000000000003,253.00000000000003,87.98305247155226,89.37000154020694,True,,21506,0.9253525133081393,317.0,-45.55071099121635,43.561842477034524,percentile,0.0025,0.9975,-45.55071099121635,43.561842477034524,89.11255346825087,,
case_009_4,9,brick,4,A4,pipeline_major,False,False,406.6597032395356,347.19319742004166,0.050033579043635416,-0.9987475361511959,401.0809591761702,458.5535477009,412.2384473029009,235.83284713918334,223.0,223.0,77.55027945121013,77.17060680341878,True,,18517,0.942671538773853,315.0,-38.75954095509103,38.411065848327745,percentile,0.0025,0.9975,-38.75954095509103,38.411065848327745,77.17060680341878,,
case_009_4,9,brick,4,A5,pipeline_minor,False,False,647.7726755654621,476.7524626284329,0.9987475361511958,0.05003357904363528,409.0720144253263,464.7944372370041,886.473336705598,488.71048801986177,478.00000000000006,478.00000000000006,166.24992765354293,197.58406343522006,True,,40661,0.8980881929099818,320.0,-111.74256192683278,85.81174904512332,percentile,0.0025,0.9975,-111.74256192683278,85.81174904512332,197.55431097195608,,
case_009_4,9,brick,4,A6,pipeline_minor,False,False,596.8368664214142,384.254859938878,0.9987475361511958,0.05003357904363532,301.7069694887359,369.4699373314837,891.9667633540927,399.0397825462722,591.0,591.0,205.5516887933948,205.29141308840866,True,,50113,0.974586208885215,317.0,-100.60607798577277,104.21943797280743,percentile,0.0025,0.9975,-100.60607798577277,104.21943797280743,204.8255159585802,,
case_009_4,9,brick,4,A7,pipeline_minor,False,True,599.833424229531,294.45907051767927,0.9987475361511958,0.05003357904363526,304.20415352877706,279.64913112076323,895.462694930285,309.2690099145953,592.0,592.0,205.8994919893247,205.40876998225144,True,,50298,0.9778812124942299,315.0,-100.96857880087937,104.46619653251919,percentile,0.0025,0.9975,-100.96857880087937,104.46619653251919,205.43477533339853,,205.0
case_010_5,10,brick,5,A1,pipeline_major,False,False,479.58526370244743,247.88109095418488,0.20039620874903286,-0.9797149378870438,465.15673667251707,318.42056648205204,494.0137907323778,177.34161542631773,144.0,144.0,63.5052850908215,64.96095960111344,True,,10598,0.8459087730204367,269.0,-32.75500425427887,31.891569174434448,percentile,0.0025,0.9975,-32.75500425427887,31.891569174434448,64.64657342871332,,
case_010_5,10,brick,5,A2,pipeline_major,False,False,378.1214375351383,226.61677693440458,0.2003962087490327,-0.9797149378870438,363.7931086095824,296.6663949933282,392.4497664606941,156.56715887548094,143.0,143.0,63.06427616657937,64.57821342398695,True,,11233,0.8907256499805976,268.0,-32.65420187450308,31.915034025318484,percentile,0.0025,0.9975,-32.65420187450308,31.915034025318484,64.56923589982156,,
case_010_5,10,brick,5,A3,pipeline_major,True,False,276.45721515908,206.33217785251128,0.2003962087490328,-0.9797149378870438,262.02868812914966,276.87165338037846,290.8857421890104,135.79270232464413,144.00000000000003,144.00000000000003,63.50528509082145,64.91234170736787,True,,12422,0.9795491517545898,267.0,-32.49091314924235,32.15901588373947,percentile,0.0025,0.9975,-32.49091314924235,32.15901588373947,64.64992903298182,65.3,
case_010_5,10,brick,5,A4,pipeline_major,False,False,174.79299278302182,186.047578770618,0.20039620874903283,-0.9797149378870439,160.26426764871692,257.07691176742867,189.32171791732668,115.01824577380734,144.99999999999997,144.99999999999997,63.94629401506255,64.80514482995542,True,,12430,0.9802845214164219,267.0,-32.48746601927416,32.32002401030825,percentile,0.0025,0.9975,-32.48746601927416,32.32002401030825,64.80749002958241,,
case_010_5,10,brick,5,A5,pipeline_minor,False,False,319.320599365792,262.9178752882535,0.9797149378870438,0.20039620874903283,83.699156803958,214.72258708411113,554.9420419276261,311.1131634923959,481.00000000000006,481.00000000000006,212.15014066382292,214.73044495653582,True,,35653,0.8547371882192681,269.0,-106.13582699031744,108.5078237150135,percentile,0.0025,0.9975,-106.13582699031744,108.5078237150135,214.6436507053309,,
case_010_5,10,brick,5,A6,pipeline_minor,False,True,327.2392272949219,216.7194061279297,0.9797149378870438,0.20039620874903277,91.12792726414429,168.4239198194128,563.3505273256994,265.0148924364466,482.0,482.0,212.59120124732198,213.75634088019729,True,,40160,0.9605995817963959,268.0,-106.01387325810337,107.72561400022367,percentile,0.0025,0.9975,-106.01387325810337,107.72561400022367,213.73948725832705,,215.0
case_010_5,10,brick,5,A7,pipeline_minor,False,False,335.1578552240517,170.52093696760582,0.9797149378870438,0.2003962087490328,98.5566977243306,122.1252525547144,571.7590127237728,218.91662138049725,483.00000000000006,483.00000000000006,213.0322618308236,212.5074368502418,True,,40616,0.975767974240252,267.0,-105.20964952322723,107.59725157736018,percentile,0.0025,0.9975,-105.20964952322723,107.59725157736018,212.80690110058742,,
case_011_1,11,concrete block,1,A1,pipeline_major,False,False,319.212757859873,363.06631879835214,0.05759661599930257,0.998339937008146,309.4789297559909,194.34686944397546,328.9465859637552,531.7857681527288,337.99999999999994,337.99999999999994,101.59832546736271,101.21192480109653,True,,28655,0.9862064347651411,273.0,-50.49856499809753,50.81617265007197,percentile,0.0025,0.9975,-50.49856499809753,50.81617265007197,101.31473764816951,,
case_011_1,11,concrete block,1,A2,pipeline_major,True,False,503.9082439283285,350.9083007346209,0.05759661599930247,0.9983399370081459,494.2608107484453,183.68636128575648,513.5556771082116,518.1302401834854,335.00000000000006,335.00000000000006,100.69656518214974,101.28356090221261,True,,28438,0.9781415277498828,274.0,-50.11460071362551,51.07754887143589,percentile,0.0025,0.9975,-50.11460071362551,51.07754887143589,101.1921495850614,101.9,
case_011_1,11,concrete block,1,A3,pipeline_major,False,False,688.6037299967838,338.7502826708897,0.057596615999302554,0.9983399370081459,678.9274985089011,171.02917325352118,698.2799614846667,506.47139208825826,336.00000000000006,336.00000000000006,100.9971519438868,101.11649833582315,True,,28506,0.9780359594200958,274.0,-49.76886844188586,51.31839256720931,percentile,0.0025,0.9975,-49.76886844188586,51.31839256720931,101.08726100909516,,
case_011_1,11,concrete block,1,A4,pipeline_minor,False,False,499.6514269044489,242.39931403389414,-0.9983399370081459,0.05759661599930243,786.1749888257868,225.86908524209434,213.12786498311095,258.92954282569394,574.0000000000001,574.0000000000001,172.558642805818,171.85103237310628,True,,48586,0.9674361658010624,272.0,-87.35339106100933,84.47371783278977,percentile,0.0025,0.9975,-87.35339106100933,84.47371783278977,171.8271088937991,,
case_011_1,11,concrete block,1,A5,pipeline_minor,False,True,512.4229317008974,350.91789946713095,-0.9983399370081459,0.05759661599930241,792.4572840316823,334.7620486793266,232.38857937011238,367.07375025493525,561.0,561.0,168.65052023355327,168.83775812241703,True,,47814,0.9546846295162278,274.0,-85.82301239995253,82.94870776808239,percentile,0.0025,0.9975,-85.82301239995253,82.94870776808239,168.77172016803493,,169.0
case_011_1,11,concrete block,1,A6,pipeline_minor,False,False,513.7135272217522,460.09884598435974,-0.998339937008146,0.057596615999302395,797.7412393005698,443.7126087325582,229.68581514293464,476.48508323616124,569.0,569.0,171.0555187395616,173.09375001590772,True,,48384,0.9667450918365329,274.0,-87.60168671835528,85.49726536807445,percentile,0.0025,0.9975,-87.60168671835528,85.49726536807445,173.09895208642973,,
case_012_2,12,concrete block,2,A1,pipeline_major,True,False,149.96461096648,250.33586846920696,0.0068491602161274475,0.9999765442270803,149.42352730940593,171.3377214752676,150.50569462355406,329.33401546314633,158.00000000000003,158.00000000000003,76.69895871359338,78.30396258162514,True,,13534,0.9862418021100656,295.0,-38.55851744615395,39.72532331207833,percentile,0.0025,0.9975,-38.55851744615395,39.72532331207833,78.28384075823227,77.0,
case_012_2,12,concrete block,2,A2,pipeline_major,False,False,242.1572495359145,248.70438804926312,0.006849160216127358,0.9999765442270803,241.62301503905655,170.70621759955085,242.69148403277242,326.7025584989754,156.00000000000003,156.00000000000003,75.72808581848459,77.91453800263615,True,,13235,0.9655737704918033,295.0,-38.196426021724754,39.768721201089555,percentile,0.0025,0.9975,-38.196426021724754,39.768721201089555,77.96514722281431,,
case_012_2,12,concrete block,2,A3,pipeline_major,False,False,334.3601618456732,248.5728724456599,0.006849160216127585,0.9999765442270803,333.8293519289233,171.07469026806115,334.8909717624231,326.07105462325865,155.00000000000006,155.00000000000006,75.24264937093025,75.87489622647963,True,,12584,0.9233784746970777,294.0,-37.164910684277196,38.830369092356605,percentile,0.0025,0.9975,-37.164910684277196,38.830369092356605,75.9952797766338,,
case_012_2,12,concrete block,2,A4,pipeline_major,False,False,426.5630741554319,248.44135684205668,0.006849160216127539,0.9999765442270803,426.02883965857393,170.4431863923444,427.0973086522898,326.43952729176897,156.00000000000006,156.00000000000006,75.7280858184846,76.84535757117558,True,,10774,0.7956230396350157,295.0,-38.083554411463204,38.72516032138467,percentile,0.0025,0.9975,-38.083554411463204,38.72516032138467,76.80871473284786,,
case_012_2,12,concrete block,2,A5,pipeline_major,False,False,518.7557127248664,246.80987642211284,0.00684916021612754,0.9999765442270803,518.2214782280084,168.81170597240057,519.2899472217243,324.8080468718251,156.00000000000003,156.00000000000003,75.7280858184846,75.73423630620854,True,,11167,0.8314798973481609,295.0,-36.705114838252584,39.07292819787489,percentile,0.0025,0.9975,-36.705114838252584,39.07292819787489,75.77804303612749,,
case_012_2,12,concrete block,2,A6,pipeline_minor,False,False,334.01477906286146,198.14702888335188,-0.9999765442270804,0.006849160216127458,622.0080238002606,196.17447074110717,46.02153432546231,200.1195870255966,576.0,576.0,279.64700437585054,280.1148523581941,True,,48553,0.9759836585752816,295.0,-140.71906099996684,139.28498341117452,percentile,0.0025,0.9975,-140.71906099996684,139.28498341117452,280.00404441114136,,
case_012_2,12,concrete block,2,A7,pipeline_minor,False,True,334.8635746978948,249.06943613766538,-0.9999765442270803,0.006849160216127396,621.3568546189533,247.10715173574488,48.37029477683626,251.03172053958588,573.0,573.0,278.1905095613932,279.9740251190162,True,,44531,0.8980773042616452,295.0,-140.80760206190843,139.2911872570443,percentile,0.0025,0.9975,-140.80760206190843,139.2911872570443,280.0987893189527,,279.5
case_012_2,12,concrete block,2,A8,pipeline_minor,False,False,334.21240551658747,300.00211713230306,-0.9999765442270803,0.0068491602161274215,619.7057088934189,298.0466818905987,48.719102139756046,301.95755237400743,571.0,571.0,277.2195130184215,280.58628062663206,True,,41936,0.8500198176773682,296.0,-141.21064242642402,138.99574763230353,percentile,0.0025,0.9975,-141.21064242642402,138.99574763230353,280.20639005872755,,
case_013_3,13,concrete block,3,A1,pipeline_major,False,False,436.16563645081567,405.3712855714145,0.20527141212421754,0.978705087022914,412.4567883504685,292.3308480202679,459.87448455116277,518.411723122561,231.0,231.0,76.02469212728953,77.37481940769942,True,,19888,0.9735656941452908,300.0,-37.68763154341939,39.68690500021494,percentile,0.0025,0.9975,-37.68763154341939,39.68690500021494,77.37453654363432,,
case_013_3,13,concrete block,3,A2,pipeline_major,True,False,556.095703125,379.70654296875,0.2052714121242181,0.9787050870229139,532.4894907307149,267.1554579611149,579.7019155192851,492.2576279763851,230.0,230.0,75.69558090596011,76.6440715378384,True,,19731,0.9658801644801254,300.0,-37.77056532081786,38.869096366648165,percentile,0.0025,0.9975,-37.77056532081786,38.869096366648165,76.63966168746603,76.2,
case_013_3,13,concrete block,3,A3,pipeline_major,False,False,675.9231340931224,353.5524478225741,0.2052714121242176,0.978705087022914,652.3169216988373,241.00136281493897,699.5293464874073,466.1035328302092,230.0,230.0,75.69558090596004,77.95990581753254,True,,19923,0.9755739390082726,301.0,-38.12526779842856,39.909263272303036,percentile,0.0025,0.9975,-38.12526779842856,39.909263272303036,78.03453107073159,,
case_013_3,13,concrete block,3,A4,pipeline_minor,False,False,540.8062223612184,306.8084591751975,-0.9787050870229139,0.2052714121242175,727.738893982595,267.601619459472,353.8735507398418,346.0152988909231,382.00000000000006,382.00000000000006,125.73515766493155,120.32454405472268,True,,31103,0.9751787842669845,299.0,-58.6703805133939,61.54867484884905,percentile,0.0025,0.9975,-58.6703805133939,61.54867484884905,120.21905536224295,,
case_013_3,13,concrete block,3,A5,pipeline_minor,False,True,552.6702353204198,380.42499291118475,-0.9787050870229139,0.2052714121242178,734.2200289631703,342.34714596214235,371.1204416776693,418.50283986022714,370.99999999999994,370.99999999999994,122.11451176358773,121.09683582710953,True,,31051,0.9658789522305331,300.0,-60.35597643554188,60.886333690547524,percentile,0.0025,0.9975,-60.35597643554188,60.886333690547524,121.24231012608941,,118.7
case_013_3,13,concrete block,3,A6,pipeline_minor,False,False,566.491658453667,453.63098382292355,-0.9787050870229139,0.20527141212421773,744.6159842918373,416.27158681631596,388.3673326154967,490.9903808295312,363.99999999999994,363.99999999999994,119.81046437182202,116.62550140982205,True,,29845,0.9656138259833135,300.0,-56.88282743367097,59.69150389795235,percentile,0.0025,0.9975,-56.88282743367097,59.69150389795235,116.57433133162331,,
case_014_4,14,concrete block,4,A1,pipeline_major,False,False,280.6809140232517,382.8289440249883,0.1539854278547911,0.9880731187560853,262.51063353638636,266.2363160117702,298.85119451011707,499.42157203820636,236.00000000000003,236.00000000000003,77.15226541573475,78.13287034102578,True,,20215,0.9753193123979641,298.0,-38.33464022967553,39.7555268269156,percentile,0.0025,0.9975,-38.33464022967553,39.7555268269156,78.09016705659114,,
case_014_4,14,concrete block,4,A2,pipeline_major,False,False,419.9963987001626,361.62347439218473,0.15398542785479122,0.9880731187560853,401.90311092722465,245.5248829383447,438.0896864731006,477.72206584602475,235.00000000000003,235.00000000000003,76.82534903685462,77.64614728634113,True,,20139,0.9780552220888356,299.0,-38.193844137245,39.61337022030545,percentile,0.0025,0.9975,-38.193844137245,39.61337022030545,77.80721435755045,,
case_014_4,14,concrete block,4,A3,pipeline_major,True,False,559.388876091001,340.9120413187591,0.15398542785479144,0.9880731187560852,541.4495737459177,225.8015229836752,577.3281784360842,456.0225596538431,233.00000000000003,233.00000000000003,76.1715162790941,76.94598387822194,True,,16758,0.8160864345738296,298.0,-37.839604951359256,39.07377631784793,percentile,0.0025,0.9975,-37.839604951359256,39.07377631784793,76.91338126920719,76.5,
case_014_4,14,concrete block,4,A4,pipeline_major,False,False,698.6273680539844,319.21253512657745,0.15398542785479125,0.9880731187560853,680.842051136756,205.09008991024962,716.4126849712128,433.3349803429053,230.99999999999997,230.99999999999997,75.51768352133395,77.43470122139645,True,,18026,0.8702645604263696,298.0,-38.01460977941865,39.429706996681155,percentile,0.0025,0.9975,-38.01460977941865,39.429706996681155,77.44431677609981,,
case_014_4,14,concrete block,4,A5,pipeline_major,False,False,837.8658600169679,297.51302893439583,0.15398542785479125,0.9880731187560853,820.0805430997395,183.390583718068,855.6511769341963,411.63547415072367,230.99999999999997,230.99999999999997,75.51768352133402,77.1366519447019,True,,20031,0.9640353404398349,299.0,-37.35571889965745,39.78094945197614,percentile,0.0025,0.9975,-37.35571889965745,39.78094945197614,77.13666835163359,,
case_014_4,14,concrete block,4,A6,pipeline_minor,False,False,547.4349271760757,264.2075391436622,-0.9880731187560852,0.15398542785479116,982.1870994287532,196.45395088755407,112.68275492339819,331.9611273997703,880.0,880.0,287.72133640412324,286.3489537204294,True,,74422,0.9795505005258442,297.0,-144.95892082653907,141.45098974811924,percentile,0.0025,0.9975,-144.95892082653907,141.45098974811924,286.4099105746583,,
case_014_4,14,concrete block,4,A7,pipeline_minor,False,True,559.6519345085968,339.35293892669756,-0.9880731187560852,0.1539854278547911,991.9339239643841,271.98431424022647,127.3699450528095,406.7215636131687,875.0000000000001,875.0000000000001,286.0865560836458,286.12427450718155,True,,66429,0.880484036406601,298.0,-144.2882181515963,141.780589785859,percentile,0.0025,0.9975,-144.2882181515963,141.780589785859,286.0688079374553,,285.0
case_014_4,14,concrete block,4,A8,pipeline_minor,False,False,570.8808687223618,414.6523241375878,-0.9880731187560853,0.1539854278547912,1001.6807485000149,347.51467759289886,140.08098894470862,481.78997068227676,871.9999999999999,871.9999999999999,285.10568789136533,287.19515411974817,True,,73986,0.9787322444103975,300.0,-144.63337854184277,142.65778847426074,percentile,0.0025,0.9975,-144.63337854184277,142.65778847426074,287.29116701610354,,
case_015_5,15,concrete block,5,A1,pipeline_major,True,False,471.3981898490671,318.9630885700689,0.9851275607171563,-0.17182458821561447,414.260791327472,328.92891468657456,528.5355883706621,308.9972624535633,115.99999999999999,115.99999999999999,58.990287186459014,57.371249334141496,True,,9349,0.8733516483516484,312.0,-25.420286612314282,32.01192447244544,percentile,0.0025,0.9975,-25.420286612314282,32.01192447244544,57.43221108475972,55.0,
case_015_5,15,concrete block,5,A2,pipeline_major,False,False,454.2728778048578,220.77797399576878,0.9851275607171565,-0.17182458821561422,395.1652241618284,231.0874492887056,513.3805314478872,210.4684987028319,119.99999999999999,119.99999999999999,61.02443502047348,58.00020830312027,True,,9434,0.8647856357640161,309.0,-25.508401448557837,32.46719479087514,percentile,0.0025,0.9975,-25.508401448557837,32.46719479087514,57.975596239432974,,
case_015_5,15,concrete block,5,A3,pipeline_major,False,False,436.6550019802899,122.6787717155764,0.9851275607171563,-0.17182458821561433,377.05478455690195,133.07415930262107,496.25521940367787,112.28338412853174,121.0,121.0,61.53297197897796,58.15382202935788,True,,9459,0.8681509987172439,307.0,-25.579117249815283,32.47185131872868,percentile,0.0025,0.9975,-25.579117249815283,32.47185131872868,58.05096856854396,,
case_015_5,15,concrete block,5,A4,pipeline_minor,False,False,414.56317887037596,229.73427876218932,0.17182458821561433,0.9851275607171565,388.1021922851714,78.02463441174726,441.0241654555806,381.4439231126314,308.0,308.0,156.61061373649864,156.66088024598827,True,,18541,0.7030455924829074,311.0,-76.97503512053628,79.685845125452,percentile,0.0025,0.9975,-76.97503512053628,79.685845125452,156.6608802459883,,
case_015_5,15,concrete block,5,A5,pipeline_minor,False,True,453.3736625382484,221.44236236434296,0.17182458821561447,0.9851275607171565,426.826763658936,69.24015423354228,479.92056141756086,373.6445704951436,309.0,309.0,157.11908975512435,159.56053584768063,True,,25734,0.950598309364365,309.0,-79.14461428448098,80.41592156319965,percentile,0.0025,0.9975,-79.14461428448098,80.41592156319965,159.56053584768063,,156.5
case_015_5,15,concrete block,5,A6,pipeline_minor,False,False,492.1841462061209,213.1504459664966,0.17182458821561453,0.9851275607171565,465.72315962091625,61.4408016160545,518.6451327913255,364.8600903169387,308.0,308.0,156.61061373649915,159.36839323751659,True,,25976,0.974874555909607,309.0,-77.02010056879129,82.25128986791422,percentile,0.0025,0.9975,-77.02010056879129,82.25128986791422,159.27139043670553,,
