case_id,case_index,material,object_id,path_label,manual_mm,manual_source_field,mask_based_mm,whole_roi_depth_mm,strip_depth_mm,mask_abs_err_mm,whole_roi_depth_abs_err_mm,strip_depth_abs_err_mm,mask_pct_err,whole_roi_depth_pct_err,strip_depth_pct_err,mask_valid,whole_roi_depth_valid,strip_depth_valid,mask_failure_reason,whole_roi_depth_failure_reason,strip_depth_failure_reason,mask_source,direction_source,anchor_source,p0_x,p0_y,direction_x,direction_y,selected_mask_area_px,valid_depth_fraction,in_range_268_375_fraction,evaluation_valid,invalid_reason
case_006_1,6,brick,1,major,88.0,major_axis_mm,87.49485437961063,86.84636970409012,87.09714966023361,0.5051456203893707,1.1536302959098776,0.9028503397663883,0.5740291140788304,1.3109435180794065,1.0259662951890776,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_006_1/selected_mask.png,manual_anchor_selection,manual_anchor_selection,516.1251831054688,291.49383544921875,0.028412304996645904,0.9995962889710914,128059,0.9899099392361111,0.5523491753472223,True,
case_006_1,6,brick,1,minor,180.0,minor_axis_mm,177.7680668611875,177.8870281933411,178.44276109609294,2.231933138812508,2.1129718066588907,1.5572389039070629,1.2399628548958377,1.173873225921606,0.8651327243928127,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_006_1/selected_mask.png,manual_anchor_selection,manual_anchor_selection,517.1247793944399,291.4654231442221,-0.9995962889710914,0.028412304996645852,128059,0.9899099392361111,0.5523491753472223,True,
case_007_2,7,brick,2,major,59.2,major_axis_mm,68.3399991703643,60.551042202056315,59.595598950042444,9.139999170364291,1.3510422020563126,0.39559895004244083,15.439187787777518,2.2821658818518795,0.6682414696662852,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_007_2/selected_mask.png,manual_anchor_selection,manual_anchor_selection,480.88912714638195,286.0840215981291,0.9968617213144687,-0.0791625452973489,66400,0.9401009114583333,0.9057389322916667,True,
case_007_2,7,brick,2,minor,208.0,minor_axis_mm,204.99421479569736,204.36950828235922,204.4911909682038,3.00578520430264,3.63049171764078,3.508809031796204,1.4450890405301153,1.745428710404221,1.6869274191327905,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_007_2/selected_mask.png,manual_anchor_selection,manual_anchor_selection,525.2798986828601,233.4276535280165,0.07916254529734888,0.9968617213144686,66400,0.9401009114583333,0.9057389322916667,True,
case_008_3,8,brick,3,major,58.5,major_axis_mm,57.84798131528234,59.14154845264576,58.44557865147489,0.6520186847176603,0.6415484526457575,0.0544213485251106,1.1145618542182227,1.0966640216166796,0.09302794619677027,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_008_3/selected_mask.png,manual_anchor_selection,manual_anchor_selection,438.99624187843375,324.1658574078034,0.23656723387684012,-0.9716151212573116,126178,0.9786306423611111,0.5846907552083334,True,
case_008_3,8,brick,3,minor,210.0,minor_axis_mm,206.62331456031959,206.8425158765075,207.41015504619222,3.376685439680415,3.157484123492509,2.589844953807784,1.6079454474668642,1.503563868329766,1.2332595018132306,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_008_3/selected_mask.png,manual_anchor_selection,manual_anchor_selection,509.9211102950037,340.9199193591259,0.9716151212573116,0.23656723387684034,126178,0.9786306423611111,0.5846907552083334,True,
case_009_4,9,brick,4,major,98.9,major_axis_mm,95.9815117871483,96.79187780961988,96.19394901821842,2.918488212851699,2.1081221903801293,2.706050981781587,2.950948647979473,2.1315694543782904,2.7361486165637885,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_009_4/selected_mask.png,manual_anchor_selection,manual_anchor_selection,785.3937104185394,393.7008644764254,0.05003357904363516,-0.9987475361511959,153110,0.9873578559027778,0.6303157552083334,True,
case_009_4,9,brick,4,minor,205.0,minor_axis_mm,205.8994919893247,205.4510205382136,205.40876998225144,0.8994919893247015,0.4510205382136121,0.40876998225144234,0.438776580158391,0.2200100186407864,0.199399991342167,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_009_4/selected_mask.png,manual_anchor_selection,manual_anchor_selection,599.833424229531,294.45907051767927,0.9987475361511959,0.050033579043635264,153110,0.9873578559027778,0.6303157552083334,True,
case_010_5,10,brick,5,major,65.3,major_axis_mm,63.50528509082145,65.22427610602938,64.91234170736787,1.7947149091785448,0.0757238939706184,0.3876582926321248,2.7484148685735756,0.11596308418165147,0.5936574159756889,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_010_5/selected_mask.png,manual_anchor_selection,manual_anchor_selection,276.45721515908,206.33217785251128,0.2003962087490328,-0.9797149378870438,69744,,,True,
case_010_5,10,brick,5,minor,215.0,minor_axis_mm,212.59120124732198,214.0615787024952,213.75634088019729,2.408798752678024,0.9384212975047888,1.2436591198027145,1.1203715128734995,0.4364750220952506,0.5784461022338206,True,True,True,,,,workspace/outputs/final_path_results_v1_capture_session_20260704_222852/gsam2_masks/cases/case_010_5/selected_mask.png,manual_anchor_selection,manual_anchor_selection,327.2392272949219,216.7194061279297,0.9797149378870438,0.20039620874903277,69744,,,True,
