source_table,source_row,session_id,cycle_index,specimen_id,material,condition_label,repeat_index,axis_mode,timestamp_start,timestamp_end,pipeline_session_path,pipeline_success,failure_reason,selected_object_class,selected_candidate_id,selected_anchor_id,qwen_selected_anchor,anchor_score,anchor_backend,mask_path_length_mm,depth_path_length_mm,upv_path_length_mm,clamp_opening_mm,depth_valid,depth_mask_disagreement_percent,robot_moved,motion_success,clamp_moved,arduino_available,clamp_attempted,clamp_success,clamp_failure_reason,release_attempted,release_success,home_returned,home_success,home_success_after_execution,execution_success,total_pipeline_timing_ms,target_selection_timing_ms,geometry_timing_ms,anchor_selection_timing_ms,path_length_timing_ms,robot_plan_timing_ms,execution_timing_ms,approach_final_target_pose,approach_final_actual_before,approach_final_actual_after,home_target_pose,final_robot_pose_if_available,tcp_position_error_mm,tcp_orientation_error_deg,time_of_flight_us,manual_width_mm,signal_quality,operator_note,photo_path,upv_device_reading_id,computed_velocity_m_s,valid_signal,failed_signal,velocity_error_vs_depth_percent,width_error_depth_vs_manual_mm,width_error_depth_vs_manual_percent,cycle_dir,reading_index,requested_material,anchor_count_generated,anchor_count_metadata,stage_names,stage_success_flags,reading_dir,attempt_count,precheck_attempts,pre_capture_ready_for_capture,ur_rtde_available,arduino_available_pre_capture,pre_capture_home_success,precheck_attempt_count,reading_source,imported_from_session,source_specimen_id,source_reading_index,target_specimen_id,target_reading_index,skipped_robot_execution_due_to_import
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/02_tables/e45_all_readings_master.csv,8,session_20260528_040232,,brick_02,brick,proposed_contact_usable,,major,2026-05-28T04:04:40-04:00,2026-05-28T04:06:15-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_02/reading_002/pipeline_full_session,True,,brick,candidate_001_brick,A4,A4,56.892,v2a_qwen32_single_anchor_contact_scoring,101.66826983041554,102.71145466244462,102.71145466244462,107.71145466244462,True,1.0260672614662711,True,True,True,True,True,True,,True,True,True,True,True,True,94474.69,9029.874,503.659,22066.105,992.775,6.995,57546.196,"[0.015295439001581352, -0.30637591217957433, 0.17611574428599724, 0.0001608645618806908, -3.141189251071488, -0.00016860913627636228]","[0.015294025888212928, -0.3063916322304, 0.20615628661269972, 9.961801681446277e-05, -3.1412149201958863, -4.212210576080592e-05]","[0.015310966000726763, -0.30637209920009256, 0.17612450843467994, 0.00026563488918261697, -3.1412193226726552, -0.0001932882497037989]",,"[-0.04446254482931276, -0.3099681702432111, 0.44491189692203853, 0.00017167474527883674, -3.141236180164573, -0.0001645202057495445]",0.018233,0.006403,,,,,,,,,,,,,,7,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 211.4810876218904, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 617.870958568847, ""raw_minor_length_px"": 304.41668693856315}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_02/reading_002,1,[],True,True,True,True,1,newly_collected,,,,brick_02,2,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/02_tables/e45_all_readings_master.csv,9,session_20260528_040232,,brick_02,brick,proposed_contact_usable,,major,2026-05-28T04:06:16-04:00,2026-05-28T04:07:50-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_02/reading_003/pipeline_full_session,True,,brick,candidate_001_brick,A4,A4,56.766,v2a_qwen32_single_anchor_contact_scoring,101.99412953232448,102.71108170004896,102.71108170004896,107.71108170004896,True,0.7029347385108727,True,True,True,True,True,True,,True,True,True,True,True,True,94327.011,8735.798,492.616,21546.364,962.803,6.706,58005.028,"[0.015305447390481189, -0.3064782546907311, 0.17712047713368295, 2.1753146660237906e-05, -3.141214674443891, -0.0001734208531845159]","[0.015306105411160656, -0.3064981821659417, 0.2071717571943208, 4.919585943704785e-05, -3.1412168289403475, -9.127717384980004e-06]","[0.015312758473634744, -0.30647749805562297, 0.17713216483671848, 9.984952269503177e-05, -3.141216926939708, -0.00014076145773725963]",,"[-0.044470122841663316, -0.30997486173011346, 0.4449003445722362, 0.0001405344176445362, -3.1412546381066786, -0.0002678326731609891]",0.013807,0.004852,,,,,,,,,,,,,,8,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 212.24891816255075, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 618.1330840261639, ""raw_minor_length_px"": 305.3858260780384}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_02/reading_003,1,[],True,True,True,True,1,newly_collected,,,,brick_02,3,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/02_tables/e45_all_readings_master.csv,10,session_20260528_040232,,brick_02,brick,proposed_contact_usable,,major,2026-05-28T04:07:50-04:00,2026-05-28T04:09:29-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_02/reading_004/pipeline_full_session,True,,brick,candidate_001_brick,A4,A4,56.6,v2a_qwen32_single_anchor_contact_scoring,101.32595891287835,102.36724540073598,102.36724540073598,107.36724540073598,True,1.0276601366812104,True,True,True,True,True,True,,True,True,True,True,True,True,97759.78,8767.336,496.274,25092.029,968.752,6.596,58113.413,"[0.016105964648639823, -0.306272888148534, 0.17613108222355014, 2.9022261095150943e-05, -3.1411991021095256, -9.020777109784764e-05]","[0.016097133154315706, -0.30628076859110004, 0.20615428529090796, 1.2530471770001852e-05, -3.1411695360498824, -7.763212803411389e-05]","[0.016083453847414688, -0.3062699732578183, 0.17613235783772468, -9.386580185591851e-05, -3.1412220383435843, -0.00018314076424537243]",,"[-0.04446815958522531, -0.30996587213047294, 0.44492372997948965, 0.0001716338248234268, -3.1411741208540254, -9.535780907578462e-05]",0.022735,0.008925,,,,,,,,,,,,,,9,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 211.176492010652, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 616.9810803019186, ""raw_minor_length_px"": 305.8578411886457}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_02/reading_004,1,[],True,True,True,True,1,newly_collected,,,,brick_02,4,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/02_tables/e45_all_readings_master.csv,11,session_20260528_040232,,brick_02,brick,proposed_contact_usable,,major,2026-05-28T04:09:29-04:00,2026-05-28T04:11:07-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_02/reading_005/pipeline_full_session,True,,brick,candidate_001_brick,A4,A4,56.763,v2a_qwen32_single_anchor_contact_scoring,101.32595735389967,102.36440082341292,102.36440082341292,107.36440082341292,True,1.0248543380511057,True,True,True,True,True,True,,True,True,True,True,True,True,97614.752,8828.004,496.461,24670.874,974.46,6.662,57645.92,"[0.01615860667011833, -0.306361278891249, 0.17612870342300554, 7.896368579156985e-05, -3.141174125858799, -6.37705439995855e-05]","[0.016171713015035057, -0.3063720540452104, 0.20616176845948725, 0.00013666947034469225, -3.141187717110535, -3.833958078691841e-06]","[0.01616092788228154, -0.30636500975983466, 0.17614987744498167, 0.0001137240532935615, -3.141160981457213, -2.0072515563083226e-05]",,"[-0.04447586285965187, -0.30997240188025865, 0.44489353082260946, 0.00010731910427665944, -3.141284129468392, -0.0003045067038367205]",0.021625,0.003287,,,,,,,,,,,,,,10,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 211.22835694627886, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 617.1326013261729, ""raw_minor_length_px"": 304.6996875879788}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_02/reading_005,1,[],True,True,True,True,1,newly_collected,,,,brick_02,5,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/02_tables/e45_all_readings_master.csv,12,session_20260528_040232,,brick_03,brick,proposed_contact_usable,,major,2026-05-28T04:18:15-04:00,2026-05-28T04:20:04-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_001/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,77.175,v2a_qwen32_single_anchor_contact_scoring,104.71949193153954,104.98490580583481,104.98490580583481,109.98490580583481,True,0.25345221734726453,True,True,True,True,True,True,,True,True,True,True,True,True,108611.106,12003.269,439.326,31236.099,912.828,6.495,59236.207,"[-0.0959336862497989, -0.4033682603340836, 0.17489949688479312, 9.627654372454688e-06, -3.14114647789462, -5.347161048790999e-05]","[-0.09596875557236642, -0.40339388969985474, 0.2050097544477436, -4.960940332008815e-05, -3.140956600840143, 0.00042622033566772923]","[-0.09590750090377746, -0.40337494571597815, 0.1749196615738393, 9.993855547775855e-05, -3.1410955486052705, -6.202477632500267e-05]",,"[-0.04450469013784482, -0.3099660383211925, 0.44491132460940896, 9.579349978434239e-05, -3.1412092462693875, -0.00025078345797746636]",0.033719,0.005961,,,,,,,,,,,,,,11,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 202.26311219748087, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 585.311325759128, ""raw_minor_length_px"": 312.3131994329268}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_001,1,[],True,True,True,True,1,newly_collected,,,,brick_03,1,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/02_tables/e45_all_readings_master.csv,13,session_20260528_040232,,brick_03,brick,proposed_contact_usable,,major,2026-05-28T04:20:04-04:00,2026-05-28T04:21:47-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_002/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,77.398,v2a_qwen32_single_anchor_contact_scoring,105.06510126935203,105.3986412733817,105.3986412733817,110.3986412733817,True,0.3174603174603012,True,True,True,True,True,True,,True,True,True,True,True,True,102503.374,8567.941,428.551,28125.887,876.13,6.781,59483.159,"[-0.09686043841685867, -0.40354677195099836, 0.17387103544914811, 4.7153737035335636e-05, -3.1412093544614526, -0.00012562283154746919]","[-0.09686339725087047, -0.4035689560182338, 0.20393634989540077, 0.00015784667398688101, -3.1410915615772086, 5.171755905040759e-05]","[-0.09687483584282998, -0.4035396455351633, 0.17388344092753186, -2.8845447216639283e-05, -3.141204534816515, -0.00016210488248596285]",,"[-0.044518433920703586, -0.3099599719396627, 0.44489586689891686, 9.712554124590331e-05, -3.1412190102772866, -0.0004146729895034982]",0.020297,0.004838,,,,,,,,,,,,,,12,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 202.30111852097218, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 585.421311423999, ""raw_minor_length_px"": 314.26881491295404}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_002,1,[],True,True,True,True,1,newly_collected,,,,brick_03,2,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/02_tables/e45_all_readings_master.csv,14,session_20260528_040232,,brick_03,brick,proposed_contact_usable,,major,2026-05-28T04:21:47-04:00,2026-05-28T04:23:33-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_003/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,77.224,v2a_qwen32_single_anchor_contact_scoring,104.71949678623058,104.97835336452262,104.97835336452262,109.97835336452262,True,0.2471904337169012,True,True,True,True,True,True,,True,True,True,True,True,True,105484.067,8559.4,419.148,31563.052,852.349,6.493,59276.279,"[-0.09743482350473888, -0.4034362967355978, 0.1748536655683696, 9.806291725530392e-05, -3.1412167178043373, -0.00024821489797162703]","[-0.09744480180563052, -0.40344228029744694, 0.20489579741372396, 4.7051175267085866e-05, -3.1411446045615796, -0.0002173223829014866]","[-0.09746406703720197, -0.4034397933487627, 0.1748947475457478, 4.728432565901253e-05, -3.141128330128381, -0.00015237620282104432]",,"[-0.04450838740074661, -0.30995959041264187, 0.4449028012343581, 0.00011009159886989549, -3.141276509107962, -0.00029624681126348885]",0.050548,0.008016,,,,,,,,,,,,,,13,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 202.15499208291885, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 584.9984736520371, ""raw_minor_length_px"": 314.4197301028094}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_003,1,[],True,True,True,True,1,newly_collected,,,,brick_03,3,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/02_tables/e45_all_readings_master.csv,15,session_20260528_040232,,brick_03,brick,proposed_contact_usable,,major,2026-05-28T04:23:33-04:00,2026-05-28T04:25:20-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_004/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,77.276,v2a_qwen32_single_anchor_contact_scoring,105.06510496793315,105.32349067367976,105.32349067367976,110.32349067367976,True,0.24592913681994277,True,True,True,True,True,True,,True,True,True,True,True,True,106525.08,9081.024,431.202,31406.077,874.833,6.702,59817.222,"[-0.09826841082933463, -0.4038641664607226, 0.17386605912278924, -3.531267364735258e-05, -3.141154825589448, -0.0001572763616033847]","[-0.0982778023499127, -0.4038788215518124, 0.20393274482718587, -3.098044625228734e-05, -3.1410707266095654, 6.097775528803681e-05]","[-0.09825498879836923, -0.4038605317235711, 0.17384821220094288, -1.8291786082138528e-05, -3.1412022524054035, -0.00029964377541271905]",,"[-0.044483144215927126, -0.30995104964382497, 0.4449083674698413, 0.00017299220622162264, -3.1412310950898514, -0.00035155893684294857]",0.022625,0.008653,,,,,,,,,,,,,,14,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 202.18094385362133, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 585.0735691861821, ""raw_minor_length_px"": 315.03428762150827}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_004,1,[],True,True,True,True,1,newly_collected,,,,brick_03,4,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/02_tables/e45_all_readings_master.csv,16,session_20260528_040232,,brick_03,brick,proposed_contact_usable,,major,2026-05-28T04:25:20-04:00,2026-05-28T04:27:06-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_005/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,77.347,v2a_qwen32_single_anchor_contact_scoring,105.06510644500169,105.32089719760529,105.32089719760529,110.32089719760529,True,0.24345928087694874,True,True,True,True,True,True,,True,True,True,True,True,True,105579.745,8790.078,438.678,31117.962,885.546,6.717,59571.479,"[-0.09901694046525555, -0.4039289604336728, 0.17386496573778135, 2.8668638249773898e-05, -3.141171494363909, -0.00012638919351082818]","[-0.09900642335073977, -0.4039198770929613, 0.20386441835295527, -1.1755989831620025e-05, -3.141214330838408, -0.00021532852553062583]","[-0.09900998880814313, -0.4039401789591396, 0.17390371135207383, 0.00017327158581779023, -3.141136416975938, -2.394985805955465e-05]",,"[-0.04450145297111183, -0.30994955282129943, 0.4448881880755502, 5.8733686259175695e-05, -3.1412908877919663, -0.0004598037203768395]",0.040932,0.01035,,,,,,,,,,,,,,15,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 202.1822446745856, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 585.077341744493, ""raw_minor_length_px"": 314.52795614848975}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_040232/cases/brick_03/reading_005,1,[],True,True,True,True,1,newly_collected,,,,brick_03,5,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_031545/02_tables/e45_all_readings_master.csv,2,session_20260529_031545,,brick_01,brick,proposed_contact_usable,,major,2026-05-29T03:15:59-04:00,2026-05-29T03:16:14-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_031545/cases/brick_01/reading_001/pipeline_full_session,False,grounded_sam2_subprocess_failed,brick,,,,,,,,,,,,,,,,,,,,,,,,,14325.425,7131.542,,,,,,"""""","""""","""""",,"""""",,,,,,,,,,,,,,,,1,brick,,{},[],[],outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_031545/cases/brick_01/reading_001,1,[],True,True,True,True,1,newly_collected,,,,brick_01,1,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_061220/02_tables/e45_all_readings_master.csv,2,session_20260529_061220,,brick_01,brick,proposed_contact_usable,,major,2026-05-29T06:12:35-04:00,2026-05-29T06:14:13-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_061220/cases/brick_01/reading_001/pipeline_full_session,True,,brick,candidate_001_brick,A1,A1,54.939,llama32_single_anchor_l6_taxonomy_scoring,102.89921100515684,102.57664294557952,102.57664294557952,107.57664294557952,True,0.31347962382447775,True,True,True,True,True,True,,True,True,True,True,True,True,98476.58,8832.404,260.03,24229.819,963.58,6.822,58668.433,"[-0.04951408591100769, -0.38612311996706544, 0.1769213879864836, 4.19726487258683e-05, -3.141178444466901, -0.0001054091140027886]","[-0.04952866878071934, -0.38613901645607634, 0.20696799863941417, 2.639612875470444e-05, -3.141132362738657, 5.795200991178447e-05]","[-0.04949676363707411, -0.38611653124801615, 0.1769299716421627, 0.00026131802443508684, -3.1411988976837577, -0.00018767114633809847]",,"[-0.044488297282605664, -0.3099746835062242, 0.44488730962706313, 6.999347862537037e-05, -3.141271517107196, -0.00035521422270871303]",0.020424,0.013473,,,,,,,,,,,,,,1,brick,3,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 180.9556111302191, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 3, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 3, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 517.0848987235983, ""raw_minor_length_px"": 337.6221433955486}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_061220/cases/brick_01/reading_001,1,[],True,True,True,True,1,newly_collected,,,,brick_01,1,False
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/02_tables/e45_all_readings_master.csv,2,session_20260529_062233,,brick_01,brick,proposed_contact_usable,,major,2026-05-29T06:22:37-04:00,2026-05-29T06:24:19-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/brick_01/reading_001/pipeline_full_session,True,,brick,candidate_001_brick,A1,A1,60.003,llama32_single_anchor_l6_taxonomy_scoring,102.69514704683881,101.83373342555377,101.83373342555377,106.83373342555377,True,0.838806551289275,True,True,True,True,True,True,,True,True,True,True,True,True,101690.479,8780.048,258.969,26891.09,968.342,6.734,59597.893,"[-0.025326402963481397, -0.43091407582077446, 0.1792091648125534, -1.7476083786393978e-05, -3.1411392776979423, -8.272909894287082e-05]","[-0.02533536964453303, -0.430902890901527, 0.20925354158821896, -0.00014630865636535234, -3.141132264978183, -8.313241956650507e-06]","[-0.025332576124312195, -0.43092074497596156, 0.17924527483321806, 2.4120141059779647e-05, -3.1411212251873146, 5.764352081171352e-06]",,"[-0.044492821633866315, -0.3099568232035717, 0.44489711216880035, -4.094319222778328e-05, -3.141252861696205, -0.0003790022913142025]",0.037236,0.005697,,,,,,,,,,,,,,1,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 213.63277206112915, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 624.1569433460301, ""raw_minor_length_px"": 303.44310584800786}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260529_062233/cases/brick_01/reading_001,1,[],True,True,True,True,1,newly_collected,,,,brick_01,1,False
