source_table,source_row,session_id,cycle_index,specimen_id,material,condition_label,repeat_index,axis_mode,timestamp_start,timestamp_end,pipeline_session_path,pipeline_success,failure_reason,selected_object_class,selected_candidate_id,selected_anchor_id,qwen_selected_anchor,anchor_score,anchor_backend,mask_path_length_mm,depth_path_length_mm,upv_path_length_mm,clamp_opening_mm,depth_valid,depth_mask_disagreement_percent,robot_moved,motion_success,clamp_moved,arduino_available,clamp_attempted,clamp_success,clamp_failure_reason,release_attempted,release_success,home_returned,home_success,home_success_after_execution,execution_success,total_pipeline_timing_ms,target_selection_timing_ms,geometry_timing_ms,anchor_selection_timing_ms,path_length_timing_ms,robot_plan_timing_ms,execution_timing_ms,approach_final_target_pose,approach_final_actual_before,approach_final_actual_after,home_target_pose,final_robot_pose_if_available,tcp_position_error_mm,tcp_orientation_error_deg,time_of_flight_us,manual_width_mm,signal_quality,operator_note,photo_path,upv_device_reading_id,computed_velocity_m_s,valid_signal,failed_signal,velocity_error_vs_depth_percent,width_error_depth_vs_manual_mm,width_error_depth_vs_manual_percent,cycle_dir,reading_index,requested_material,anchor_count_generated,anchor_count_metadata,stage_names,stage_success_flags,reading_dir,attempt_count,precheck_attempts,pre_capture_ready_for_capture,ur_rtde_available,arduino_available_pre_capture,pre_capture_home_success,precheck_attempt_count,reading_source,imported_from_session,source_specimen_id,source_reading_index,target_specimen_id,target_reading_index,skipped_robot_execution_due_to_import
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_023625/02_tables/e45_all_readings_master.csv,2,session_20260528_023625,,brick_01,brick,proposed_contact_usable,,major,2026-05-28T02:36:27-04:00,2026-05-28T02:37:58-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_023625/cases/brick_01/reading_001/pipeline_full_session,True,,brick,candidate_001_brick,A4,A4,52.272,v2a_qwen32_single_anchor_contact_scoring,101.70774799247064,102.69520185647521,102.69520185647521,107.69520185647521,True,0.970873786407762,True,True,True,True,True,True,,True,True,True,True,True,True,91094.108,8582.695,267.453,23341.953,981.812,6.624,55708.084,"[-0.051301826490709766, -0.30972464933623856, 0.1757972149770684, -1.663507540881862e-05, -3.141203952241846, -0.00012130028372601991]","[-0.051310958161121065, -0.30973299442198693, 0.20582806764523864, -3.3645933866515714e-05, -3.141171762530745, -3.82881832233703e-05]","[-0.051300459330387814, -0.3097238074680593, 0.17580624499401032, -3.0269080270707417e-05, -3.141216116233925, -0.00011854208534916574]",,"[-0.04453016373262811, -0.3099659123263244, 0.4449024500642985, 2.6798962845630947e-05, -3.1412200442075475, -0.0002637165181037873]",0.009172,0.001059,,,,,,,,,,,,,,1,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 212.29708340718042, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 626.2767720394922, ""raw_minor_length_px"": 347.86485426725113}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_023625/cases/brick_01/reading_001,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_023625/02_tables/e45_all_readings_master.csv,3,session_20260528_023625,,brick_01,brick,proposed_contact_usable,,major,2026-05-28T02:37:59-04:00,2026-05-28T02:39:33-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_023625/cases/brick_01/reading_002/pipeline_full_session,True,,brick,candidate_001_brick,A4,A4,53.251,v2a_qwen32_single_anchor_contact_scoring,101.32590043598006,102.12105182852441,102.12105182852441,107.12105182852441,True,0.7847464361264168,True,True,True,True,True,True,,True,True,True,True,True,True,93716.834,8679.159,261.675,25171.651,966.91,6.412,56525.914,"[-0.055576889994910554, -0.31065478769249905, 0.17605283514690323, -4.915295565159295e-05, -3.1412378545717194, -0.00011240411155132273]","[-0.05556688049791117, -0.310637453884211, 0.2060533270037642, -3.925988033868813e-06, -3.1412548137838994, -0.0002580255956852676]","[-0.05557976385770475, -0.3106778399791221, 0.1760960055911137, -1.557356562840866e-05, -3.1411816711487024, 9.408642460817483e-05]",,"[-0.04452487928144992, -0.3099604364686115, 0.44491840288629697, 1.4410947517116987e-05, -3.141177400739355, -0.0001504764530569173]",0.049024,0.012411,,,,,,,,,,,,,,2,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 211.9862324656017, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 619.3464905557778, ""raw_minor_length_px"": 331.6086845340097}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_023625/cases/brick_01/reading_002,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_023625/02_tables/e45_all_readings_master.csv,4,session_20260528_023625,,brick_01,brick,proposed_contact_usable,,major,2026-05-28T02:39:33-04:00,2026-05-28T02:41:07-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_023625/cases/brick_01/reading_003/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,75.341,v2a_qwen32_single_anchor_contact_scoring,110.2261228609033,113.27767852375695,113.27767852375695,118.27767852375695,True,2.7684505121390033,True,True,True,True,True,True,,True,True,True,True,True,True,94115.466,8578.738,265.366,24651.621,983.983,6.642,57635.886,"[-0.0555475962515255, -0.4023396765050175, 0.17790522011211063, -4.3049196532180443e-05, -3.14114497250692, -4.0430275309636556e-05]","[-0.05554776009929974, -0.40233246997401, 0.20792228412698455, -2.344195027871974e-05, -3.141135545965198, -5.484370876008789e-05]","[-0.05555584558037791, -0.40235024589752266, 0.17793810386950631, -1.4257872439778591e-05, -3.141106375324089, 3.189782346118992e-05]",,"[-0.044472739268925525, -0.3099584968244779, 0.44490852471686443, 0.00013233278656097104, -3.141263064796293, -0.00026471214192429334]",0.035512,0.004978,,,,,,,,,,,,,,3,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 212.24443475488454, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 620.1007195383116, ""raw_minor_length_px"": 343.3095540053847}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_023625/cases/brick_01/reading_003,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/02_tables/e45_all_readings_master.csv,2,session_20260528_024312,,brick_01,brick,proposed_contact_usable,,major,2026-05-28T02:44:54-04:00,2026-05-28T02:46:28-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_001/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,76.422,v2a_qwen32_single_anchor_contact_scoring,100.65997916641287,100.64242409720659,100.64242409720659,105.64242409720659,True,0.017439969043962354,True,True,True,True,True,True,,True,True,True,True,True,True,93766.548,8607.974,235.537,23005.572,875.681,7.293,59032.689,"[-0.022591741481639924, -0.39551114939004933, 0.17903697886427064, -9.951753703616969e-05, -3.141185379380402, -0.00010382787655283082]","[-0.022589650113811824, -0.39551667481848846, 0.20908243699842985, -1.450277248796812e-05, -3.1411327872470616, -2.5757197992147665e-05]","[-0.022597794741827448, -0.39550756011384547, 0.17904187137634042, -9.704832309633976e-05, -3.1411740158757366, -0.00015586597828045278]",,"[-0.04448082577120199, -0.30996080545470794, 0.44490870659478776, 7.731868131302634e-05, -3.1412341007897204, -0.00026476879457914453]",0.008571,0.003055,,,,,,,,,,,,,,1,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 213.07624372080565, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 624.5331941888019, ""raw_minor_length_px"": 304.90024867050005}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_001,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/02_tables/e45_all_readings_master.csv,3,session_20260528_024312,,brick_01,brick,proposed_contact_usable,,major,2026-05-28T02:46:28-04:00,2026-05-28T02:47:58-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_002/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,76.587,v2a_qwen32_single_anchor_contact_scoring,100.65997923065228,100.6426883353657,100.6426883353657,105.6426883353657,True,0.017177527174884348,True,True,True,True,True,True,,True,True,True,True,True,True,89399.953,8746.263,230.13,17995.0,893.36,6.846,59092.636,"[-0.022536450799089836, -0.3956612526100542, 0.17902590019807474, -6.842672215661601e-05, -3.1411851454669666, -0.00018106447033225897]","[-0.02255045972632169, -0.39566720923794685, 0.20904099066799708, -7.739484305088412e-05, -3.14118172824971, -0.0001756842875993154]","[-0.022554604986672944, -0.39567924813807653, 0.17907719537551509, -0.00011425817827711821, -3.1411101379195396, 2.8361783983783737e-05]",,"[-0.04447122278161631, -0.3099669665590377, 0.4449099721441183, 0.0001654032419595615, -3.141260717691099, -0.00026000954117969314]",0.057312,0.013013,,,,,,,,,,,,,,2,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 213.37354630947993, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 625.4045978571235, ""raw_minor_length_px"": 304.70585935309344}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_002,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/02_tables/e45_all_readings_master.csv,4,session_20260528_024312,,brick_01,brick,proposed_contact_usable,,major,2026-05-28T02:47:58-04:00,2026-05-28T02:49:29-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_003/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,76.55,v2a_qwen32_single_anchor_contact_scoring,100.6599793827668,100.64274250036773,100.64274250036773,105.64274250036773,True,0.01712386839811549,True,True,True,True,True,True,,True,True,True,True,True,True,90402.649,8555.787,225.088,19597.961,868.734,7.344,58481.679,"[-0.02255050211824604, -0.395669312663482, 0.17901775388542768, -4.1408048466960765e-05, -3.141184095893286, -0.00020404937424056102]","[-0.022551403883254002, -0.39567493495968975, 0.20904175541042969, -4.022870401106157e-05, -3.1411643069831623, -0.00015729865285089698]","[-0.022558140842328944, -0.3956893810203534, 0.1790610865911475, 7.561191160336795e-06, -3.141108474888636, -1.563648454223052e-05]",,"[-0.04446945042653365, -0.3099560321135564, 0.4449160170872184, 6.98778769333829e-05, -3.1412275806483576, -0.00024784982339097256]",0.048361,0.011966,,,,,,,,,,,,,,3,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 213.37070015186825, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 625.3962566246665, ""raw_minor_length_px"": 304.86984178199475}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_003,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/02_tables/e45_all_readings_master.csv,5,session_20260528_024312,,brick_01,brick,proposed_contact_usable,,major,2026-05-28T02:49:29-04:00,2026-05-28T02:50:58-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_004/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,76.546,v2a_qwen32_single_anchor_contact_scoring,100.65997932328811,100.6426689789688,100.6426689789688,105.6426689789688,True,0.017196848673808496,True,True,True,True,True,True,,True,True,True,True,True,True,88881.698,8927.788,225.872,17835.437,856.217,6.754,58386.847,"[-0.022558405144001065, -0.3954984391282291, 0.17904559592481206, -2.958719707995962e-05, -3.141150505289271, -8.751508629977914e-05]","[-0.02254561557033572, -0.39550418355101524, 0.20908456348449866, 1.4726368909066751e-05, -3.1411138902116242, -1.7614879847939505e-05]","[-0.02257087708991378, -0.3954984113544686, 0.1790544748279871, 4.0079651962496685e-05, -3.1411396789739356, -0.00012450752982521071]",,"[-0.04447693804991079, -0.30997780932690905, 0.4448860521443099, 9.492262738443551e-05, -3.1413270274186567, -0.00035121728739783504]",0.01531,0.004562,,,,,,,,,,,,,,4,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 213.0721921828246, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 624.5213199766725, ""raw_minor_length_px"": 304.8935004294087}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_004,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/02_tables/e45_all_readings_master.csv,6,session_20260528_024312,,brick_01,brick,proposed_contact_usable,,major,2026-05-28T02:50:59-04:00,2026-05-28T02:52:28-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_005/pipeline_full_session,True,,brick,candidate_001_brick,A2,A2,76.532,v2a_qwen32_single_anchor_contact_scoring,100.65997919881073,100.64252133895071,100.64252133895071,105.64252133895071,True,0.01734339704713809,True,True,True,True,True,True,,True,True,True,True,True,True,88768.726,8675.397,233.251,17951.504,887.61,6.735,58356.095,"[-0.02258333316064249, -0.39549235441247516, 0.1790438413690829, -4.809766886613367e-05, -3.1411446338800237, -0.00010830728247175773]","[-0.02257545527274351, -0.39550485498179777, 0.2090895619444185, 3.4320783784258616e-05, -3.1411053555206196, -2.9887760480812046e-06]","[-0.022583895728722245, -0.39549248170701323, 0.17907208007623227, -4.812782813008155e-05, -3.141122314838506, -3.8456380816628095e-05]",,"[-0.04446986559681927, -0.3099593266319437, 0.44490068824221085, 4.5224695575741746e-05, -3.1412840305265433, -0.00033912235035074166]",0.028245,0.004201,,,,,,,,,,,,,,5,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 213.0754121517259, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 624.5307570346474, ""raw_minor_length_px"": 304.91134050382465}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_01/reading_005,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/02_tables/e45_all_readings_master.csv,7,session_20260528_024312,,brick_02,brick,proposed_contact_usable,,major,2026-05-28T02:54:07-04:00,2026-05-28T02:55:36-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_02/reading_001/pipeline_full_session,True,,brick,candidate_001_brick,A3,A3,72.17,v2a_qwen32_single_anchor_contact_scoring,103.03754493486537,104.08762617551211,104.08762617551211,109.08762617551211,True,1.0191248649320506,True,True,True,True,True,True,,True,True,True,True,True,True,88814.717,9018.151,232.256,19170.905,885.034,6.856,57029.718,"[-0.008932374707082606, -0.35537042576090677, 0.17797097626495934, 6.652320118315028e-05, -3.1412153907549865, -0.00016397227124754756]","[-0.008940970930694965, -0.3553845898895349, 0.2080239221041767, -2.7572963154277748e-05, -3.1411741864213365, 6.938142982475132e-05]","[-0.008955420010513254, -0.3553873138640118, 0.1780159393712203, 2.067442447723084e-05, -3.1411182455327853, 4.9548952441148304e-06]",,"[-0.04446147350331715, -0.3099577625389081, 0.4449092133416875, 9.576716560628705e-05, -3.1412309320109792, -0.00026900837083460185]",0.053273,0.01147,,,,,,,,,,,,,,6,brick,4,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 212.03907672509044, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 4, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 4, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 619.5012330859774, ""raw_minor_length_px"": 354.9978120312691}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_02/reading_001,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/02_tables/e45_all_readings_master.csv,8,session_20260528_024312,,brick_02,brick,proposed_contact_usable,,major,2026-05-28T02:55:36-04:00,2026-05-28T02:57:02-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_02/reading_002/pipeline_full_session,True,,brick,candidate_001_brick,A3,A3,56.566,v2a_qwen32_single_anchor_contact_scoring,101.00119643044614,102.30024718839401,102.30024718839401,107.30024718839401,True,1.2861736334405214,True,True,True,True,True,True,,True,True,True,True,True,True,85791.648,8778.125,234.284,15686.785,891.37,6.624,57799.766,"[-0.009181681100707429, -0.341867611471432, 0.17528802113719893, 6.573821232088513e-05, -3.141182201733659, -0.00017556803595065657]","[-0.009182380382641442, -0.3418781396081796, 0.20532413278977346, 0.00015403636928888544, -3.141085749132039, -4.7247863339022034e-05]","[-0.009188860919477288, -0.3418908987920729, 0.17534384346751486, 6.787158259271803e-05, -3.1410988999254528, 5.577346482146112e-05]",,"[-0.04447810980657799, -0.3099817823995122, 0.44489561861905513, 0.00014023632422301832, -3.1412753886929643, -0.00026040766440077836]",0.06091,0.014089,,,,,,,,,,,,,,7,brick,3,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 184.91470541935465, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 3, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 3, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 541.9908206346594, ""raw_minor_length_px"": 308.6093401935059}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_02/reading_002,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/02_tables/e45_all_readings_master.csv,9,session_20260528_024312,,brick_02,brick,proposed_contact_usable,,major,2026-05-28T02:57:03-04:00,2026-05-28T02:58:29-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_02/reading_003/pipeline_full_session,True,,brick,candidate_001_brick,A3,A3,56.821,v2a_qwen32_single_anchor_contact_scoring,101.0011972182938,102.4903424842376,102.4903424842376,107.4903424842376,True,1.4743837765856538,True,True,True,True,True,True,,True,True,True,True,True,True,86425.203,8735.216,234.09,17194.42,895.086,6.746,57191.646,"[-0.008927822327761193, -0.34181841209706976, 0.17529487644352193, 8.533426889110371e-06, -3.1411954550380927, -0.0001626238219071096]","[-0.008931875534132706, -0.3418373486543112, 0.20534032026896593, -1.1072171075649828e-05, -3.1411801143013878, 2.679148229646881e-05]","[-0.008934683004200165, -0.34183531268437345, 0.17535990923892836, -5.245438103973139e-05, -3.141135965130885, 0.00010423635895683132]",,"[-0.04448274604865316, -0.30996549943635654, 0.4449016437777588, 0.00010910540791142532, -3.141239179526207, -0.0002878160111098826]",0.067542,0.01605,,,,,,,,,,,,,,8,brick,3,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 184.87934007906506, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 3, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 3, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 541.8871679373664, ""raw_minor_length_px"": 307.1808928291501}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_02/reading_003,,,,,,,,,,,,,,
outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/02_tables/e45_all_readings_master.csv,10,session_20260528_024312,,brick_02,brick,proposed_contact_usable,,major,2026-05-28T02:58:30-04:00,2026-05-28T02:59:58-04:00,outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_02/reading_004/pipeline_full_session,True,,brick,candidate_001_brick,A3,A3,56.365,v2a_qwen32_single_anchor_contact_scoring,101.00119649701352,102.30024725581757,102.30024725581757,107.30024725581757,True,1.286173633440525,True,True,True,True,True,True,,True,True,True,True,True,True,87726.99,8681.476,226.806,16037.447,866.744,6.584,57466.362,"[-0.009381508474730668, -0.34204918969132664, 0.17727037028696874, -2.9178479839587332e-05, -3.1412096303817134, -0.00025428442026074116]","[-0.009401517192819338, -0.3420709278715291, 0.20732603278808034, -0.00013363115679652322, -3.1411352036614506, -9.986099178324269e-06]","[-0.009371885760343151, -0.3420404250746641, 0.1772723873373241, 4.566858707083391e-05, -3.1412195677376102, -0.00030194255431362124]",,"[-0.04447928763520747, -0.30997659820040957, 0.44489838577374546, 0.00014017049325346713, -3.1412652307006113, -0.0002478208885617102]",0.013171,0.005116,,,,,,,,,,,,,,9,brick,3,"{""requested_num_anchors"": 5, ""axis_mode"": ""major"", ""candidate_count_mode"": ""transducer_diameter_floor"", ""physical_axis_length_mm"": 184.92606499555828, ""physical_axis_length_source_key"": ""global_major_dimension_mm"", ""transducer_diameter_mm"": 50.0, ""raw_floor_count"": 3, ""min_anchor_samples"": 0, ""max_anchor_samples"": 20, ""anchor_count_generated"": 3, ""anchor_count_rule_name"": ""physical_axis_length_floor_transducer_diameter"", ""fallback_used"": false, ""center_anchor_fallback_used"": false, ""raw_major_length_px"": 542.0241162673107, ""raw_minor_length_px"": 309.64418692799507}","[""arduino_check"", ""move_midhover"", ""orient"", ""xy"", ""approach_preview"", ""approach_final"", ""clamp_to_planned_width"", ""clamp_hold"", ""clamp_release"", ""home""]","[true, true, true, true, true, true, true, true, true, true]",outputs/v2_experiments/e45_robot_upv_repeatability/session_20260528_024312/cases/brick_02/reading_004,,,,,,,,,,,,,,
